,user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
21,34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
22,35,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
23,36,4.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
24,38,6.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
25,39,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
26,40,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
27,41,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
28,42,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,43,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
30,44,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
31,45,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
32,46,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
33,47,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
34,48,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
35,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
37,52,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
38,53,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
39,54,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,55,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
41,56,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
42,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
43,58,4.0,2.0,2.0,2.0,0.0,3.0,0.0,14.0,7.0,0.0,5.0,0.0,0.0,3.0
44,59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
45,60,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,61,32.0,2.0,4.0,20.0,0.0,8.0,0.0,10.0,24.0,0.0,4.0,6.0,0.0,2.0
47,62,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
48,63,24.0,2.0,2.0,16.0,0.0,2.0,0.0,2.0,12.0,0.0,2.0,4.0,0.0,2.0
49,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
50,65,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
52,67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
53,68,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
54,78,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
55,79,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
56,80,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
57,93,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
58,102,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
59,103,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,104,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
61,106,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,107,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
63,108,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
64,109,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,110,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
66,111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
67,112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
68,113,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
69,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
70,116,4.0,8.0,0.0,4.0,0.0,12.0,0.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0
71,117,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
72,118,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
73,119,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
74,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
75,121,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
76,122,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
77,123,6.0,0.0,0.0,6.0,0.0,8.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0
78,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
79,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
80,132,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
81,133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
82,134,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83,135,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
85,137,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
86,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
87,146,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
88,147,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
89,154,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,452,6.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0
91,589,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
92,704,12.0,3.0,9.0,6.0,6.0,9.0,0.0,12.0,9.0,0.0,0.0,6.0,0.0,3.0
93,768,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
94,866,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
95,1321,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1383,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
97,1804,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1938,3.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
99,2191,3.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
100,2674,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
101,3087,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0
102,3264,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
103,3450,0.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,6.0
104,4930,3.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0
105,5053,0.0,3.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0
106,5555,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
107,6002,3.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
108,6092,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
109,6449,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,3.0,0.0,3.0
110,6847,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,6868,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,7233,0.0,0.0,9.0,0.0,3.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
113,7359,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
114,7420,0.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
115,7438,9.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0
116,7442,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
117,7458,3.0,6.0,0.0,6.0,3.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
118,7575,0.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
119,7702,3.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0
120,7764,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,9.0,0.0
121,7789,0.0,9.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
122,7909,9.0,6.0,6.0,12.0,0.0,9.0,0.0,9.0,6.0,0.0,0.0,15.0,6.0,12.0
123,7928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
124,8030,12.0,12.0,6.0,15.0,3.0,12.0,0.0,21.0,12.0,3.0,6.0,6.0,0.0,3.0
125,8059,0.0,9.0,0.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
126,8075,21.0,12.0,0.0,15.0,0.0,6.0,0.0,21.0,15.0,3.0,15.0,3.0,0.0,0.0
127,8805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
128,9954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
129,10215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
130,10694,0.0,6.0,3.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0
131,11633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
132,12273,3.0,3.0,0.0,0.0,0.0,9.0,0.0,15.0,3.0,3.0,6.0,0.0,0.0,0.0
133,12462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
134,12833,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,12834,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
136,13224,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
137,13365,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
138,13944,6.0,9.0,0.0,3.0,0.0,6.0,0.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0
139,14010,5.0,3.0,0.0,2.0,0.0,3.0,0.0,6.0,5.0,0.0,6.0,3.0,0.0,0.0
140,14030,5.0,9.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
141,14322,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
142,14392,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
143,14811,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,15055,6.0,9.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
145,15508,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
146,15577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
147,15662,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
148,16030,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
149,16164,21.0,3.0,9.0,3.0,9.0,6.0,0.0,3.0,21.0,0.0,0.0,9.0,3.0,6.0
150,16941,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
151,16951,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
152,16963,9.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,6.0,0.0,3.0
153,16982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
154,18040,6.0,3.0,0.0,9.0,0.0,18.0,0.0,14.0,12.0,0.0,2.0,3.0,0.0,3.0
155,18169,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0
156,18508,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,19496,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
158,19661,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
159,20292,3.0,9.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
160,20833,18.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
161,20948,6.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
162,21475,2.0,0.0,2.0,6.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
163,21577,39.0,3.0,0.0,18.0,0.0,27.0,0.0,21.0,42.0,0.0,6.0,12.0,0.0,0.0
164,21709,9.0,6.0,0.0,6.0,0.0,9.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
165,21750,36.0,0.0,0.0,15.0,0.0,6.0,0.0,3.0,27.0,0.0,0.0,12.0,0.0,0.0
166,22492,0.0,6.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
167,22708,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
168,23641,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
169,23794,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
170,23877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
171,24234,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0
172,24632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
173,24743,0.0,0.0,24.0,0.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,6.0
174,24868,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
175,25618,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,26339,15.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
177,26454,6.0,3.0,0.0,6.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0
178,26609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
179,28895,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
180,29733,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
181,29962,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
182,30031,24.0,9.0,0.0,18.0,0.0,11.0,0.0,5.0,30.0,0.0,3.0,3.0,0.0,3.0
183,30155,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
184,30281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
185,30958,6.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
186,31000,9.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,9.0,3.0,0.0,6.0,0.0,6.0
187,31054,6.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
188,32009,0.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0
189,32318,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
190,32331,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
191,32444,15.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,15.0,0.0,0.0,3.0,0.0,0.0
192,32658,0.0,6.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0
193,32917,9.0,6.0,0.0,12.0,0.0,18.0,0.0,9.0,12.0,0.0,3.0,3.0,0.0,0.0
194,32936,12.0,3.0,0.0,6.0,0.0,3.0,0.0,12.0,9.0,0.0,3.0,3.0,0.0,3.0
195,32975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
196,33218,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,33357,12.0,3.0,0.0,6.0,3.0,3.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0
198,33474,9.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0
199,33565,12.0,12.0,0.0,15.0,0.0,12.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0
200,34038,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
201,34074,30.0,12.0,3.0,18.0,0.0,18.0,0.0,9.0,30.0,3.0,3.0,9.0,0.0,3.0
202,34572,12.0,6.0,0.0,9.0,0.0,3.0,0.0,9.0,12.0,0.0,3.0,3.0,0.0,0.0
203,35928,6.0,12.0,0.0,9.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
204,36235,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,36321,30.0,3.0,0.0,9.0,0.0,9.0,0.0,15.0,33.0,0.0,0.0,9.0,0.0,0.0
206,36485,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
207,36585,3.0,6.0,6.0,0.0,0.0,12.0,0.0,12.0,0.0,2.0,6.0,6.0,0.0,6.0
208,37444,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
209,37451,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
210,37465,12.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,3.0,0.0,0.0
211,37688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
212,37892,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,37936,12.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,6.0,0.0,0.0
214,38699,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
215,38951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
216,39340,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
217,39919,6.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
218,40303,27.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
219,40562,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
220,40661,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
221,41727,18.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,3.0
222,41881,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
223,42044,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
224,42266,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
225,42433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
226,42528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
227,43309,3.0,3.0,5.0,6.0,0.0,6.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,2.0
