,doc_index,doc_id,token,bow
389,21,DS0132EN,jumpstart,1
390,22,OS0101EN,learn,1
391,22,OS0101EN,course,1
392,22,OS0101EN,open,3
393,22,OS0101EN,introduction,1
394,22,OS0101EN,project,1
395,22,OS0101EN,concepts,1
396,22,OS0101EN,contribute,1
397,22,OS0101EN,introduces,1
398,22,OS0101EN,key,1
399,22,OS0101EN,processes,1
400,22,OS0101EN,software,1
401,22,OS0101EN,source,3
402,22,OS0101EN,tools,1
403,23,DS0201EN,data,4
404,23,DS0201EN,science,2
405,23,DS0201EN,cloudpak,2
406,23,DS0201EN,end,4
407,24,BENTEST4,ai,2
408,24,BENTEST4,learn,1
409,24,BENTEST4,deep,1
410,24,BENTEST4,including,1
411,24,BENTEST4,learning,2
412,24,BENTEST4,machine,1
413,24,BENTEST4,networks,1
414,24,BENTEST4,neural,1
415,24,BENTEST4,basics,1
416,24,BENTEST4,concepts,1
417,24,BENTEST4,key,1
418,24,BENTEST4,applications,1
419,24,BENTEST4,artificial,1
420,24,BENTEST4,everyone,1
421,24,BENTEST4,intelligence,1
422,24,BENTEST4,master,1
423,24,BENTEST4,understanding,1
424,25,CC0210EN,cloud,1
425,25,CC0210EN,course,1
426,25,CC0210EN,designed,1
427,25,CC0210EN,using,1
428,25,CC0210EN,computing,2
429,25,CC0210EN,develop,1
430,25,CC0210EN,essentials,1
431,25,CC0210EN,applications,1
432,25,CC0210EN,composed,1
433,25,CC0210EN,coupled,1
434,25,CC0210EN,functions,2
435,25,CC0210EN,include,1
436,25,CC0210EN,microservice,1
437,25,CC0210EN,serverless,3
438,25,CC0210EN,teach,1
439,26,PA0103EN,learning,1
440,26,PA0103EN,machine,1
441,26,PA0103EN,customer,2
442,26,PA0103EN,moddels,1
443,26,PA0103EN,predict,1
444,26,PA0103EN,predicting,1
445,26,PA0103EN,satisfaction,1
446,26,PA0103EN,satisfactions,1
447,27,HCC104EN,cloud,2
448,27,HCC104EN,conference,2
449,27,HCC104EN,lab,2
450,27,HCC104EN,hybrid,2
451,27,HCC104EN,serverless,2
452,28,GPXX0A1YEN,data,1
453,28,GPXX0A1YEN,use,1
454,28,GPXX0A1YEN,microservices,2
455,28,GPXX0A1YEN,java,1
456,28,GPXX0A1YEN,user,1
457,28,GPXX0A1YEN,bean,1
458,28,GPXX0A1YEN,constraints,1
459,28,GPXX0A1YEN,input,1
460,28,GPXX0A1YEN,javabeans,1
461,28,GPXX0A1YEN,validate,1
462,28,GPXX0A1YEN,validating,1
463,28,GPXX0A1YEN,validation,1
464,29,TMP0105EN,build,1
465,29,TMP0105EN,cloud,1
466,29,TMP0105EN,data,5
467,29,TMP0105EN,program,1
468,29,TMP0105EN,use,1
469,29,TMP0105EN,complex,1
470,29,TMP0105EN,large,1
471,29,TMP0105EN,processing,3
472,29,TMP0105EN,reduce,2
473,29,TMP0105EN,supports,1
474,29,TMP0105EN,apache,2
475,29,TMP0105EN,cluster,1
476,29,TMP0105EN,computing,1
477,29,TMP0105EN,provides,1
478,29,TMP0105EN,spark,7
479,29,TMP0105EN,application,1
480,29,TMP0105EN,open,1
481,29,TMP0105EN,development,1
482,29,TMP0105EN,iterative,1
483,29,TMP0105EN,started,1
484,29,TMP0105EN,analytics,2
485,29,TMP0105EN,python,1
486,29,TMP0105EN,access,1
487,29,TMP0105EN,java,1
488,29,TMP0105EN,hadoop,1
489,29,TMP0105EN,sql,1
490,29,TMP0105EN,source,1
491,29,TMP0105EN,algorithms,1
492,29,TMP0105EN,alternative,1
493,29,TMP0105EN,amounts,1
494,29,TMP0105EN,apis,1
495,29,TMP0105EN,built,1
496,29,TMP0105EN,cassandra,1
497,29,TMP0105EN,combines,1
498,29,TMP0105EN,diverse,1
499,29,TMP0105EN,ease,2
500,29,TMP0105EN,engine,1
501,29,TMP0105EN,getting,1
502,29,TMP0105EN,handle,1
503,29,TMP0105EN,hbase,1
504,29,TMP0105EN,hdfs,1
505,29,TMP0105EN,interactive,1
506,29,TMP0105EN,latency,1
507,29,TMP0105EN,lightning,1
508,29,TMP0105EN,low,1
509,29,TMP0105EN,makers,1
510,29,TMP0105EN,map,2
511,29,TMP0105EN,memory,1
512,29,TMP0105EN,mesos,1
513,29,TMP0105EN,mining,1
514,29,TMP0105EN,performs,1
515,29,TMP0105EN,range,1
516,29,TMP0105EN,requires,1
517,29,TMP0105EN,runs,1
518,29,TMP0105EN,s3,1
519,29,TMP0105EN,scala,1
520,29,TMP0105EN,scenarios,1
521,29,TMP0105EN,sources,1
522,29,TMP0105EN,speed,2
523,29,TMP0105EN,speeds,1
524,29,TMP0105EN,standalone,1
525,29,TMP0105EN,streaming,1
526,29,TMP0105EN,times,1
527,29,TMP0105EN,top,1
528,29,TMP0105EN,typical,1
529,29,TMP0105EN,wide,1
530,30,PA0107EN,learning,1
531,30,PA0107EN,machine,1
532,30,PA0107EN,models,1
533,30,PA0107EN,using,1
534,30,PA0107EN,predict,1
535,30,PA0107EN,predicting,1
536,30,PA0107EN,company,2
537,30,PA0107EN,financial,2
538,30,PA0107EN,performance,2
539,31,DB0113EN,course,1
540,31,DB0113EN,database,1
541,31,DB0113EN,fundamentals,1
542,31,DB0113EN,db2,2
543,32,PA0109EN,using,2
544,32,PA0109EN,analysis,2
545,32,PA0109EN,methods,2
546,32,PA0109EN,clustering,2
547,32,PA0109EN,investment,2
548,32,PA0109EN,portfolio,2
549,33,PHPM002EN,apache,1
550,33,PHPM002EN,application,1
551,33,PHPM002EN,server,2
552,33,PHPM002EN,database,1
553,33,PHPM002EN,web,1
554,33,PHPM002EN,creation,1
555,33,PHPM002EN,lamp,1
556,33,PHPM002EN,linux,1
557,33,PHPM002EN,mysql,1
558,33,PHPM002EN,php,2
559,33,PHPM002EN,scripting,1
560,33,PHPM002EN,stack,1
561,33,PHPM002EN,tutorial,1
562,33,PHPM002EN,ubuntu,1
563,33,PHPM002EN,virtual,1
564,33,PHPM002EN,walks,1
565,34,GPXX03HFEN,popular,1
566,34,GPXX03HFEN,using,1
567,34,GPXX03HFEN,project,1
568,34,GPXX03HFEN,hands,1
569,34,GPXX03HFEN,fundamentals,1
570,34,GPXX03HFEN,game,1
571,34,GPXX03HFEN,javascript,2
572,34,GPXX03HFEN,language,1
573,34,GPXX03HFEN,paper,2
574,34,GPXX03HFEN,programming,1
575,34,GPXX03HFEN,recreating,1
576,34,GPXX03HFEN,rock,2
577,34,GPXX03HFEN,scissors,2
578,35,RP0103,data,2
579,35,RP0103,analyze,1
580,35,RP0103,course,1
581,35,RP0103,power,1
582,35,RP0103,using,1
583,35,RP0103,r,2
584,35,RP0103,database,1
585,35,RP0103,access,1
586,35,RP0103,connect,1
587,35,RP0103,relational,2
588,35,RP0103,show,1
589,35,RP0103,teach,1
590,35,RP0103,databases,3
591,35,RP0103,intent,1
592,35,RP0103,magic,1
593,35,RP0103,modify,1
594,35,RP0103,perform,1
595,35,RP0103,query,1
596,35,RP0103,simple,1
597,35,RP0103,unlock,1
598,35,RP0103,update,1
599,35,RP0103,visualizations,1
600,36,RP0103EN,cloud,1
601,36,RP0103EN,data,2
602,36,RP0103EN,use,1
603,36,RP0103EN,course,1
604,36,RP0103EN,system,1
605,36,RP0103EN,using,4
606,36,RP0103EN,analysis,1
607,36,RP0103EN,r,3
608,36,RP0103EN,server,1
609,36,RP0103EN,database,2
610,36,RP0103EN,teaches,1
611,36,RP0103EN,access,1
612,36,RP0103EN,relational,1
613,36,RP0103EN,db2,1
614,36,RP0103EN,databases,2
615,36,RP0103EN,perform,1
616,36,RP0103EN,acceleration,1
617,36,RP0103EN,blu,1
618,36,RP0103EN,c,1
619,36,RP0103EN,environment,1
620,36,RP0103EN,express,1
621,36,RP0103EN,focus,1
622,36,RP0103EN,interface,1
623,36,RP0103EN,mangement,1
624,36,RP0103EN,rdbms,1
625,36,RP0103EN,rodbc,1
626,36,RP0103EN,stored,1
627,37,BD0212EN,data,1
628,37,BD0212EN,take,1
629,37,BD0212EN,course,1
630,37,BD0212EN,distributed,1
631,37,BD0212EN,spark,3
632,37,BD0212EN,fundamentals,1
633,37,BD0212EN,concepts,1
634,37,BD0212EN,focus,1
635,37,BD0212EN,building,1
636,37,BD0212EN,critical,1
637,37,BD0212EN,exposes,1
638,37,BD0212EN,field,1
639,37,BD0212EN,foundational,1
640,37,BD0212EN,ii,1
641,37,BD0212EN,knowledge,1
642,37,BD0212EN,level,1
643,37,BD0212EN,move,1
644,37,BD0212EN,operations,1
645,37,BD0212EN,opportunity,1
646,37,BD0212EN,resilient,1
647,37,BD0212EN,set,1
648,37,BD0212EN,skills,1
649,37,BD0212EN,success,1
650,38,GPXX0IBEN,data,1
651,38,GPXX0IBEN,learn,1
652,38,GPXX0IBEN,using,1
653,38,GPXX0IBEN,analysis,1
654,38,GPXX0IBEN,apache,1
655,38,GPXX0IBEN,spark,1
656,38,GPXX0IBEN,science,1
657,38,GPXX0IBEN,basic,2
658,38,GPXX0IBEN,guided,1
659,38,GPXX0IBEN,project,1
660,38,GPXX0IBEN,calculate,1
661,38,GPXX0IBEN,descriptive,1
662,38,GPXX0IBEN,insurance,1
663,38,GPXX0IBEN,statistical,1
664,38,GPXX0IBEN,statistics,1
665,39,SECM03EN,cloud,1
666,39,SECM03EN,services,1
667,39,SECM03EN,use,1
668,39,SECM03EN,course,1
669,39,SECM03EN,ibm,1
670,39,SECM03EN,provides,1
671,39,SECM03EN,application,2
672,39,SECM03EN,security,3
673,39,SECM03EN,file,1
674,39,SECM03EN,concepts,1
675,39,SECM03EN,key,1
676,39,SECM03EN,end,2
677,39,SECM03EN,walks,1
678,39,SECM03EN,available,1
679,39,SECM03EN,catalog,1
680,39,SECM03EN,cloud‚ñ¢,1
681,39,SECM03EN,practice,1
682,39,SECM03EN,put,1
683,39,SECM03EN,sharing,1
684,39,SECM03EN,together,1
685,40,SC0103EN,build,1
686,40,SC0103EN,data,1
687,40,SC0103EN,take,1
688,40,SC0103EN,course,2
689,40,SC0103EN,datasets,1
690,40,SC0103EN,large,1
691,40,SC0103EN,learning,1
692,40,SC0103EN,machine,1
693,40,SC0103EN,processing,2
694,40,SC0103EN,apache,1
695,40,SC0103EN,scale,1
696,40,SC0103EN,spark,8
697,40,SC0103EN,analytics,2
698,40,SC0103EN,fundamentals,1
699,40,SC0103EN,cover,1
700,40,SC0103EN,sql,1
701,40,SC0103EN,applications,1
702,40,SC0103EN,understanding,2
703,40,SC0103EN,apis,1
704,40,SC0103EN,built,1
705,40,SC0103EN,engine,1
706,40,SC0103EN,scala,2
707,40,SC0103EN,streaming,1
708,40,SC0103EN,perform,1
709,40,SC0103EN,ii,1
710,40,SC0103EN,advanced,1
711,40,SC0103EN,analytics‚äù,1
712,40,SC0103EN,associated,1
713,40,SC0103EN,came,1
714,40,SC0103EN,class,1
715,40,SC0103EN,core,1
716,40,SC0103EN,courses,1
717,40,SC0103EN,dataframe,1
718,40,SC0103EN,dataframes,1
719,40,SC0103EN,ecosystem,1
720,40,SC0103EN,establish,1
721,40,SC0103EN,finished,1
722,40,SC0103EN,general,1
723,40,SC0103EN,graph,1
724,40,SC0103EN,history,1
725,40,SC0103EN,leverage,1
726,40,SC0103EN,meant,1
727,40,SC0103EN,modules,1
728,40,SC0103EN,overview,3
729,40,SC0103EN,prepared,1
730,40,SC0103EN,rdd,1
731,40,SC0103EN,rdds,1
732,40,SC0103EN,recommend,1
733,40,SC0103EN,spark‚ñ¢,1
734,40,SC0103EN,student,1
735,40,SC0103EN,students,1
736,40,SC0103EN,topics,1
737,40,SC0103EN,‚,1
738,41,GPXX0YXHEN,learn,1
739,41,GPXX0YXHEN,use,1
740,41,GPXX0YXHEN,using,1
741,41,GPXX0YXHEN,application,2
742,41,GPXX0YXHEN,liberty,1
743,41,GPXX0YXHEN,open,1
744,41,GPXX0YXHEN,docker,1
745,41,GPXX0YXHEN,test,1
746,41,GPXX0YXHEN,container,1
747,41,GPXX0YXHEN,testing,3
748,41,GPXX0YXHEN,microprofile,2
749,41,GPXX0YXHEN,ee,2
750,41,GPXX0YXHEN,jakarta,2
751,41,GPXX0YXHEN,microshed,2
752,42,RP0151EN,data,3
753,42,RP0151EN,course,2
754,42,RP0151EN,including,1
755,42,RP0151EN,power,1
756,42,RP0151EN,using,1
757,42,RP0151EN,analysis,1
758,42,RP0151EN,r,5
759,42,RP0151EN,users,2
760,42,RP0151EN,open,1
761,42,RP0151EN,introduction,1
762,42,RP0151EN,day,2
763,42,RP0151EN,science,1
764,42,RP0151EN,first,1
765,42,RP0151EN,basics,1
766,42,RP0151EN,source,1
767,42,RP0151EN,master,1
768,42,RP0151EN,language,2
769,42,RP0151EN,programming,1
770,42,RP0151EN,knowledge,1
771,42,RP0151EN,statistics,1
772,42,RP0151EN,leverage,1
773,42,RP0151EN,activities,1
774,42,RP0151EN,beautiful,1
775,42,RP0151EN,becoming,1
776,42,RP0151EN,completing,1
777,42,RP0151EN,every,1
778,42,RP0151EN,factors,1
779,42,RP0151EN,frames,1
780,42,RP0151EN,free,1
781,42,RP0151EN,gained,1
782,42,RP0151EN,grows,1
783,42,RP0151EN,increasing,1
784,42,RP0151EN,leading,1
785,42,RP0151EN,lists,1
786,42,RP0151EN,million,1
787,42,RP0151EN,number,2
788,42,RP0151EN,online,1
789,42,RP0151EN,organizations,1
790,42,RP0151EN,ready,1
791,42,RP0151EN,today,1
792,42,RP0151EN,undertake,1
793,42,RP0151EN,worldwide,1
794,42,RP0151EN,year,1
795,43,TA0105,data,1
796,43,TA0105,analyze,1
797,43,TA0105,learning,1
798,43,TA0105,machine,1
799,43,TA0105,models,1
800,43,TA0105,using,1
801,43,TA0105,analytics,2
802,43,TA0105,text,2
803,44,SW0201EN,ai,1
804,44,SW0201EN,apps,1
805,44,SW0201EN,build,2
806,44,SW0201EN,developer,1
807,44,SW0201EN,learn,1
808,44,SW0201EN,swift,3
809,44,SW0201EN,watson,1
810,44,SW0201EN,platform,1
811,44,SW0201EN,microservices,1
812,44,SW0201EN,using,1
813,44,SW0201EN,server,1
814,44,SW0201EN,money,1
815,44,SW0201EN,world,1
816,44,SW0201EN,apis,1
817,44,SW0201EN,stack,1
818,44,SW0201EN,cool,1
819,44,SW0201EN,expose,1
820,44,SW0201EN,full,1
821,44,SW0201EN,make,1
822,44,SW0201EN,mobile,1
823,44,SW0201EN,monetize,1
824,44,SW0201EN,side,1
825,45,TMP0106,data,3
826,45,TMP0106,big,1
827,45,TMP0106,bootcamp,2
828,45,TMP0106,day,1
829,45,TMP0106,intensive,1
